@relation 'Domains 05.11.2020 12:35:42'

@attribute DomainLength numeric
@attribute NumberDigits numeric
@attribute NumberVowels numeric
@attribute NumberConsonants numeric
@attribute NumberSpecialCharacters numeric
@attribute NumberUniqueCharacter numeric
@attribute NumberRepetitions numeric
@attribute LengthDigitsSequence numeric
@attribute LengthVowelsSequence numeric
@attribute LengthConsonantSequence numeric
@attribute LengthSpecialCharactersSequence numeric
@attribute RatioDigitToLength numeric
@attribute RatioVowelsToLength numeric
@attribute RatioConsonantsToLength numeric
@attribute RatioSpecialCharactersToLength numeric
@attribute RatioVowelsToConsonants numeric
@attribute RatioUniqueCharacterToLength numeric
@attribute FrequencyRepeat numeric
@attribute FrequencyNgram2 numeric
@attribute FrequencyNgram3 numeric
@attribute FrequencyNgram4 numeric
@attribute FrequencyNgram5 numeric
@attribute class {0,1}

@data
10,0,4,4,0,7,6,0,2,2,0,0,0.4,0.4,0,1,0.7,1.111111,-2.367666,-3.277942,-5,-2,0
8,0,3,4,0,6,4,0,1,1,0,0,0.375,0.5,0,0.75,0.75,1.285714,-1.587981,-1.629562,0.400458,0,0
18,0,7,10,0,13,8,0,2,2,0,0,0.388889,0.555556,0,0.7,0.722222,1.176471,-2.841834,-4.966037,-5.826747,-10,0
11,0,5,4,0,7,7,0,2,1,0,0,0.454545,0.363636,0,1.25,0.636364,1.3,-3.627502,-4.845324,-6.87555,-3,0
23,0,7,14,0,14,9,0,1,4,0,0,0.304348,0.608696,0,0.5,0.608696,1.090909,-0.761234,-4.15508,-4.705059,-17.635547,0
15,0,3,11,0,12,4,0,1,3,0,0,0.2,0.733333,0,0.272727,0.8,1.142857,-1.749342,-4.429262,-6.175863,-7,0
12,0,4,7,0,8,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.666667,1.181818,-2.787216,-4.429183,-4.807462,-4,0
17,0,7,9,0,9,8,0,1,2,0,0,0.411765,0.529412,0,0.777778,0.529412,1.1875,-3.613155,-5.881969,-8.834514,-3.288889,0
36,0,12,20,0,18,16,0,1,2,0,0,0.333333,0.555556,0,0.6,0.5,1.314286,-9.379226,-16.772929,-24.039854,-25.75,0
18,0,6,11,0,13,7,0,2,3,0,0,0.333333,0.611111,0,0.545455,0.722222,1,-1.233304,-2.405326,-5.705399,-10,0
23,0,7,14,0,16,9,0,2,3,0,0,0.304348,0.608696,0,0.5,0.695652,1.045455,-4.723641,-7.737752,-9.852445,-11.433333,0
18,0,7,9,0,12,9,0,1,2,0,0,0.388889,0.5,0,0.777778,0.666667,1.058824,-4.191131,-6.352726,-9.68157,-10,0
15,0,5,9,0,13,6,0,1,2,0,0,0.333333,0.6,0,0.555556,0.866667,1.071429,-3.591147,-5.206387,-5.4126,-7.5,0
9,1,2,5,0,8,4,1,1,2,0,0.111111,0.222222,0.555556,0,0.4,0.888889,1,-1.499988,-4.687195,-4.724621,-3,0
12,0,4,6,0,10,6,0,1,2,0,0,0.333333,0.5,0,0.666667,0.833333,1.090909,-4.165328,-5.703748,-7.882596,-2.5,0
17,0,5,11,0,12,6,0,3,5,0,0,0.294118,0.647059,0,0.454545,0.705882,1.125,-2.197322,-3.552263,-6.473066,-11,0
16,0,6,9,0,10,7,0,2,2,0,0,0.375,0.5625,0,0.666667,0.625,1.333333,-3.078761,-4.714596,-6.730035,-3,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.076923,-1.139,-2.456081,-3.047436,-6,0
32,0,12,19,0,15,13,0,2,3,0,0,0.375,0.59375,0,0.631579,0.46875,1.193548,-3.262173,-5.951233,-8.947428,-18.88581,0
13,0,5,7,0,9,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.083333,-2.497721,-6.154488,-7.624722,-4,0
11,0,5,5,0,8,6,0,2,2,0,0,0.454545,0.454545,0,1,0.727273,1.4,-1.706264,-4.938924,-5.007139,-2,0
11,0,3,7,0,11,4,0,1,2,0,0,0.272727,0.636364,0,0.428571,1,1,-0.400691,-1.29918,-1.23327,-3,0
9,0,3,5,0,8,4,0,1,1,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.541936,-3.000761,-3.856756,-1,0
16,0,4,10,0,12,6,0,1,2,0,0,0.25,0.625,0,0.4,0.75,1,-3.2106,-7.759142,-8.353086,-8,0
9,0,4,4,0,6,5,0,2,2,0,0,0.444444,0.444444,0,1,0.666667,1.125,-2.285469,-2.363455,-1.887397,-3,0
18,0,7,9,0,15,9,0,1,2,0,0,0.388889,0.5,0,0.777778,0.833333,1.058824,-3.922864,-8.525453,-9.781651,-10,0
19,0,9,9,0,13,10,0,2,2,0,0,0.473684,0.473684,0,1,0.684211,1.055556,-2.91658,-5.747554,-8.45865,-13.121212,0
11,0,6,4,0,8,7,0,2,2,0,0,0.545455,0.363636,0,1.5,0.727273,1,-1.528651,-1.404571,-2.466228,-3,0
18,0,7,10,0,13,8,0,2,2,0,0,0.388889,0.555556,0,0.7,0.722222,1.176471,-3.240632,-5.719239,-8.500757,-11,0
18,0,7,10,0,12,8,0,2,2,0,0,0.388889,0.555556,0,0.7,0.666667,1,-4.220718,-6.987525,-8.599227,-11,0
10,0,4,5,0,10,5,0,1,1,0,0,0.4,0.5,0,0.8,1,1,-2.429067,-2.985947,-2.805698,-2,0
14,0,5,7,0,9,7,0,1,2,0,0,0.357143,0.5,0,0.714286,0.642857,1.538462,-5.094054,-6.679133,-7.240097,-7,0
21,0,7,13,0,13,8,0,2,4,0,0,0.333333,0.619048,0,0.538462,0.619048,1.15,-4.388014,-7.454366,-7.815598,-10.925864,0
12,0,5,6,0,10,6,0,2,1,0,0,0.416667,0.5,0,0.833333,0.833333,1.181818,-2.716446,-4.342072,-5.3777,-5,0
8,0,3,4,0,6,4,0,1,1,0,0,0.375,0.5,0,0.75,0.75,1.285714,-2.323905,-2.535197,-2.726925,0,0
7,0,0,6,0,7,1,0,0,4,0,0,0,0.857143,0,0,1,1,-0.059449,-0.227897,1,0,0
15,0,5,8,0,13,7,0,1,2,0,0,0.333333,0.533333,0,0.625,0.866667,1.071429,-4.467307,-7.897321,-10.629337,-9,0
13,2,4,6,0,11,7,2,1,3,0,0.153846,0.307692,0.461538,0,0.666667,0.846154,1.083333,-2.879367,-4.608608,-4.986068,-5,0
21,0,9,11,0,12,10,0,2,2,0,0,0.428571,0.52381,0,0.818182,0.571429,1.05,-1.503978,-2.686668,-6.935429,-12.777778,0
7,0,2,4,0,5,3,0,1,3,0,0,0.285714,0.571429,0,0.5,0.714286,1.333333,-0.765359,-0.315842,-0.022222,0,0
20,0,7,10,0,14,10,0,1,2,0,0,0.35,0.5,0,0.7,0.7,1.052632,-7.566728,-10.725511,-12.241768,-11.5,0
9,0,3,5,0,7,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.777778,1,-1.111984,-2.769788,-1.849396,0,0
9,2,2,4,0,8,5,2,2,2,0,0.222222,0.222222,0.444444,0,0.5,0.888889,1,-0.73967,-0.662997,-4.27551,-1,0
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1,0.235789,-2.487691,-4.550728,-4,0
21,0,8,12,0,15,9,0,2,3,0,0,0.380952,0.571429,0,0.666667,0.714286,1.05,-2.034686,-5.224058,-6.72758,-13,0
7,0,3,3,0,7,4,0,2,1,0,0,0.428571,0.428571,0,1,1,1,-0.939531,-1.418302,-0.2,0,0
10,0,3,5,0,9,5,0,1,2,0,0,0.3,0.5,0,0.6,0.9,1,-3.08794,-3.71611,-3,-2,0
13,0,5,6,0,10,7,0,1,1,0,0,0.384615,0.461538,0,0.833333,0.769231,1.166667,-4.399976,-6.521055,-5.386004,-4,0
23,0,9,13,0,17,10,0,2,3,0,0,0.391304,0.565217,0,0.692308,0.73913,1.090909,-2.626545,-7.912144,-11.230692,-17.8,0
9,0,1,7,0,9,2,0,1,3,0,0,0.111111,0.777778,0,0.142857,1,1,-0.715919,-2.188859,-2.614398,0,0
14,0,4,9,0,11,5,0,1,3,0,0,0.285714,0.642857,0,0.444444,0.785714,1,-2.59651,-4.35334,-4.302155,-5,0
8,0,4,3,0,6,5,0,3,2,0,0,0.5,0.375,0,1.333333,0.75,1.142857,-2.696177,-1.930789,-2.238584,0,0
17,0,7,9,0,11,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.647059,1.25,-3.032725,-4.838335,-3.197608,-6.857143,0
11,0,5,5,0,9,6,0,2,1,0,0,0.454545,0.454545,0,1,0.818182,1,-2.177674,-3.097908,-4.156292,-3,0
22,0,11,9,0,14,13,0,3,2,0,0,0.5,0.409091,0,1.222222,0.636364,1.238095,-2.856707,-5.51475,-8.223929,-14,0
10,0,4,5,0,8,5,0,1,2,0,0,0.4,0.5,0,0.8,0.8,1.111111,-1.077309,-2.021801,-0.984467,0,0
6,0,1,4,0,5,2,0,1,2,0,0,0.166667,0.666667,0,0.25,0.833333,1,-2.317922,-2.266214,-1.955556,0,0
19,0,8,10,0,13,9,0,2,3,0,0,0.421053,0.526316,0,0.8,0.684211,1.166667,-2.915085,-4.926909,-4.868095,-10.5,0
21,0,7,13,0,15,8,0,2,3,0,0,0.333333,0.619048,0,0.538462,0.714286,1.1,-4.486607,-5.842118,-5.549011,-11.125,0
19,0,7,11,0,12,8,0,1,2,0,0,0.368421,0.578947,0,0.636364,0.631579,1.111111,-3.141564,-4.732511,-6.936418,-12.666667,0
18,0,7,10,0,12,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.666667,1,-1.834192,-2.243951,-2.137033,-11,0
11,0,4,6,0,10,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.909091,1.1,-0.769405,-1.978292,-0.000775,-3,0
13,0,5,7,0,9,6,0,2,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.083333,-3.680946,-4.689794,-5.759553,-3.916667,0
12,0,4,6,0,10,6,0,1,1,0,0,0.333333,0.5,0,0.666667,0.833333,1,-4.011532,-6.135448,-7.443129,-6,0
21,0,9,11,0,13,10,0,2,2,0,0,0.428571,0.52381,0,0.818182,0.619048,1.15,-2.825003,-4.898979,-10.978816,-13,0
13,0,5,7,0,11,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.846154,1.083333,-2.948407,-4.200606,-4.27882,-4,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1.111111,-2.79604,-4.011481,-3.227503,-2,0
14,0,5,8,0,13,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.928571,1,-2.250575,-5.689582,-5.821437,-6,0
12,0,4,7,0,12,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,1,1,-1.365554,-3.533282,-6.098764,-5,0
11,0,3,6,0,11,5,0,1,2,0,0,0.272727,0.545455,0,0.5,1,1,-3.400633,-5.872497,-5.89212,-5,0
17,0,6,9,0,13,8,0,1,2,0,0,0.352941,0.529412,0,0.666667,0.764706,1.125,-6.202614,-8.20701,-10.191239,-9.714286,0
11,0,4,6,0,9,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1,-2.089127,-3.925366,-4.753704,-2.333333,0
8,0,3,4,0,7,4,0,1,1,0,0,0.375,0.5,0,0.75,0.875,1,-2.483461,-3.179644,-3.160494,0,0
12,0,4,6,0,11,6,0,1,2,0,0,0.333333,0.5,0,0.666667,0.916667,1,-3.483853,-4.047805,-5.15961,-4,0
18,0,7,10,0,11,8,0,1,2,0,0,0.388889,0.555556,0,0.7,0.611111,1.294118,-3.205876,-5.275192,-7.706041,-9,0
